Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
532974,Aditya Birla  Money Ltd,BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Active,B ,1.00,INE865C01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
532983,RPG Life Sciences Limited,RPGLIFE,RPG LIFE SCIENCES LTD.,Active,B ,8.00,INE105J01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532986,Niraj Cement Structurals Limited,NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,Active,B ,10.00,INE368I01016,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532987,Rane Brake Lining Limited,RBL,RANE BRAKE LINING LTD.,Active,B ,10.00,INE244J01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532988,Rane Engine Valve Limited,RANEENGINE,RANE ENGINE VALVE LTD.,Active,B ,10.00,INE222J01013,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532998,Lotus Eye Hospital And Institute Limited,LOTUSEYE,Lotus Eye Hospital And Institute Ltd,Active,B ,10.00,INE947I01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
533022,20 Microns Limited,20MICRONS,20 MICRONS LTD.,Active,B ,5.00,INE144J01027,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
533029,Alkali Metals Limited,ALKALI,ALKALI METALS LTD.,Active,B ,10.00,INE773I01017,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
533047,Indian Metals & Ferro Alloys Limited,IMFA,INDIAN METALS & FERRO ALLOYS LTD.,Active,B ,10.00,INE919H01018,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
533095,Bengal & Assam Company Limited,BENGALASM,BENGAL & ASSAM COMPANY LTD.,Active,B ,10.00,INE083K01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
533121,EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,Expleo Solutions Ltd,Active,B ,10.00,INE201K01015,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
533137,DEN Networks Limited,DEN,Den Networks Ltd,Active,B ,10.00,INE947J01015,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
533138,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,B ,10.00,INE563J01010,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
533146,D-Link (India) Ltd,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.00,INE250K01012,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
533151,D.B.Corp Limited,DBCORP,D B Corp Ltd,Active,B ,10.00,INE950I01011,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
533156,Vascon Engineers Limited,VASCONEQ,Vascon Engineers Ltd,Active,B ,10.00,INE893I01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533158,Thangamayil Jewellery Limited,THANGAMAYL,Thangamayil Jewellery Ltd,Active,B ,10.00,INE085J01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
533161,Emmbi Industries Limited,EMMBI,Emmbi Industries Ltd,Active,B ,10.00,INE753K01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
533162,Hathway Cable & Datacom Limited,HATHWAY,Hathway Cable & Datacom Ltd,Active,B ,2.00,INE982F01036,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
533164,Texmo Pipes and Products Limited,TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.,Active,B ,10.00,INE141K01013,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
533168,Rossell India Limited,ROSSELLIND,ROSSELL INDIA LTD.,Active,B ,2.00,INE847C01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
533181,Intrasoft Technologies Limited,ISFT,INTRASOFT TECHNOLOGIES LTD.,Active,B ,10.00,INE566K01011,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
533192,K C P SUGAR AND INDUSTRIES CORPORATION LTD.,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.,Active,B ,1.00,INE790B01024,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
533193,KIRLOSKAR ELECTRIC COMPANY LTD.,KECL,Kirloskar Electric Company Ltd,Active,B ,10.00,INE134B01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
533208,Emami Paper Mills Ltd.,EMAMIPAP,EMAMI PAPER MILLS LTD.,Active,B ,2.00,INE830C01026,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
533210,Kriti Nutrients Ltd,KRITINUT,Kriti Nutrients Ltd,Active,B ,1.00,INE798K01010,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
533217,Hindustan Media Ventures Limited,HMVL,HINDUSTAN MEDIA VENTURES LTD.,Active,B ,10.00,INE871K01015,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
533218,EMAMI REALTY LIMITED,EMAMIREAL,Emami Realty Ltd,Active,B ,2.00,INE778K01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533227,Asian Hotels (East) Limited,AHLEAST,ASIAN HOTELS (EAST) LTD.,Active,B ,10.00,INE926K01017,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
533252,Welspun Investments and Commercials Ltd.,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Active,B ,10.00,INE389K01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533259,Sastasundar Ventures Limited,SASTASUNDR,Sastasundar Ventures Ltd,Active,B ,10.00,INE019J01013,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
533260,Career Point Limited,CAREERP,CAREER POINT LTD.,Active,B ,10.00,INE521J01018,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
533261,Eros International Media Limited,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Active,B ,10.00,INE416L01017,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
533262,Ramky Infrastructure Limited,RAMKY,RAMKY INFRASTRUCTURE LTD.,Active,B ,10.00,INE874I01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533263,Orient Green Power Company Limited,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Active,B ,10.00,INE999K01014,Power Generation,Equity,Utilities,Power,Power,Power Generation
533267,CANTABIL RETAIL INDIA LIMITED,CANTABIL,CANTABIL RETAIL INDIA LTD.,Active,B ,2.00,INE068L01024,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533270,Bedmutha Industries Limited,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,B ,10.00,INE844K01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533275,SHAH METACORP LIMITED,SHAH,Shah Metacorp Ltd,Active,B ,1.00,INE482J01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533284,RPP INFRA PROJECTS LIMITED,RPPINFRA,RPP INFRA PROJECTS LTD.,Active,B ,10.00,INE324L01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533295,PUNJAB & SIND BANK,PSB,PUNJAB & SIND BANK,Active,B ,10.00,INE608A01012,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
533296,Future Market Networks Limited,FMNL,FUTURE MARKET NETWORKS LTD.,Active,B ,10.00,INE360L01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
533298,Surana Solar Limited,SURANASOL,Surana Solar Limited,Active,B ,5.00,INE272L01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
533303,BF Investment Limited,BFINVEST,BF INVESTMENT LTD.,Active,B ,5.00,INE878K01010,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
533306,SUMMIT SECURITIES LTD.,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10.00,INE519C01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
533316,STEL Holdings Limited,STEL,STEL Holdings Ltd,Active,B ,10.00,INE577L01016,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533320,Jubilant Industries Limited,JUBLINDS,JUBILANT INDUSTRIES LTD.,Active,B ,10.00,INE645L01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
533329,Indian Terrain Fashions Limited,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.00,INE611L01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533336,Dhunseri Investments Ltd,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B ,10.00,INE320L01011,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533343,Lovable Lingerie Limited,LOVABLE,LOVABLE LINGERIE LTD.,Active,B ,10.00,INE597L01014,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533344,PTC India Financial Services Limited,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,B ,10.00,INE560K01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
533451,Karma Energy Limited,KARMAENG,KARMA ENERGY LTD.,Active,B ,10.00,INE725L01011,Power Generation,Equity,Utilities,Power,Power,Power Generation
533470,Rushil Decor Limited,RUSHIL,RUSHIL DECOR LTD.,Active,B ,10.00,INE573K01017,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
533477,Enkei wheels (India) Limited,ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,Active,B ,5.00,INE130L01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
533506,INVENTURE GROWTH & SECURITIES LIMITED,INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,Active,B ,1.00,INE878H01024,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
533520,Yaari Digital Integrated Services Ltd,YAARI,Yaari Digital Integrated Services Ltd,Active,B ,2.00,INE126M01010,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
533540,Tree House Education & Accessories Limited,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.,Active,B ,10.00,INE040M01013,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
533552,RUPA & COMPANY LIMITED,RUPA,RUPA & COMPANY LTD.,Active,B ,1.00,INE895B01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533576,Vaswani Industries Limited,VASWANI,VASWANI INDUSTRIES LTD.,Active,B ,10.00,INE590L01019,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
533638,FLEXITUFF VENTURES INTERNATIONAL LIMITED,FLEXITUFF,Flexituff Ventures International Ltd,Active,B ,10.00,INE060J01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
533676,Indo Thai Securities Limited,INDOTHAI,INDO THAI SECURITIES LTD.,Active,B ,10.00,INE337M01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
534328,Hexa Tradex Limited,HEXATRADEX,HEXA TRADEX LTD.,Active,B ,2.00,INE750M01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
534369,Tribhovandas Bhimji Zaveri Limited,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Active,B ,10.00,INE760L01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
534392,Vardhman Special Steels Ltd,VSSL,VARDHMAN SPECIAL STEELS LTD.,Active,B ,10.00,INE050M01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
534425,Speciality Restaurants Limited,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B ,10.00,INE247M01014,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
534532,Lypsa Gems & Jewellery Limited,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Active,B ,10.00,INE142K01011,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
534615,North Eastern Carrying Corporation Limited,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B ,10.00,INE553C01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
534618,WAAREE RENEWABLE TECHNOLOGIES LIMITED,WAAREERTL,Waaree Renewable Technologies Ltd,Active,B ,2.00,INE299N01021,Power Generation,Equity,Utilities,Power,Power,Power Generation
534675,PROZONE REALTY LIMITED,PROZONER,Prozone Realty Ltd,Active,B ,2.00,INE195N01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
534680,SRG Housing Finance Limited,SRGHFL,SRG HOUSING FINANCE LTD.,Active,B ,10.00,INE559N01010,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
534742,ZUARI AGRO CHEMICALS LIMITED,ZUARI,ZUARI AGRO CHEMICALS LTD.,Active,B ,10.00,INE840M01016,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
534748,Steel Exchange India Ltd.,STEELXIND,STEEL EXCHANGE INDIA LTD.,Active,B ,1.00,INE503B01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
534809,PC JEWELLER LIMITED,PCJEWELLER,PC JEWELLER LTD.,Active,B ,10.00,INE785M01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
535431,GCM Securities Limited,GCMSECU,GCM Securities Ltd,Active,B ,1.00,INE168O01026,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
535458,NRB INDUSTRIAL BEARINGS LIMITED,NIBL,NRB INDUSTRIAL BEARINGS LTD.,Active,B ,2.00,INE047O01014,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
535601,Sreeleathers Limited,SREEL,SREELEATHERS LTD.,Active,B ,10.00,INE099F01013,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
535602,Sharda Motor Industries Ltd,SHARDAMOTR,Sharda Motor Industries Ltd,Active,B ,2.00,INE597I01028,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
535910,Money Masters Leasing & Finance Limited,MMLF,Money Masters Leasing & Finance Ltd,Active,B ,10.00,INE340O01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
536773,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10.00,INE147P01019,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
537259,Suyog Telematics Limited,SUYOG,Suyog Telematics Ltd,Active,B ,10.00,INE442P01014,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
537292,Agri-Tech India Ltd.,AGRITECH,Agri- Tech (India) Ltd,Active,B ,10.00,INE449G01018,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
537785,RACE ECO CHAIN LIMITED,RACE,Race Eco Chain Ltd,Active,B ,10.00,INE084Q01012,Waste Management,Equity,Utilities,Utilities,Other Utilities,Waste Management
538365,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,Incredible Industries Ltd,Active,B ,10.00,INE452L01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
538446,MONEYBOXX FINANCE LIMITED,MONEYBOXX,Moneyboxx Finance Ltd,Active,B ,10.00,INE296Q01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
538546,Bansal Roofing Products Limited,BRPL,Bansal Roofing Products Ltd,Active,B ,10.00,INE319Q01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
538562,Skipper Limited,SKIPPER,Skipper Ltd,Active,B ,1.00,INE439E01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
538567,Gulf Oil Lubricants India Limited,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,B ,2.00,INE635Q01029,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
538635,SNOWMAN LOGISTICS LIMITED,SNOWMAN,Snowman Logistics Ltd,Active,B ,10.00,INE734N01019,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
538685,SHEMAROO ENTERTAINMENT LIMITED,SHEMAROO,Shemaroo Entertainment Ltd,Active,B ,10.00,INE363M01019,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
538730,PDS LIMITED,PDSL,PDS Ltd,Active,B ,2.00,INE111Q01021,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
538817,Captain Pipes Limited,CAPPIPES,Captain Pipes Ltd,Active,B ,1.00,INE513R01026,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
538836,Monte Carlo Fashions Limited,MONTECARLO,Monte Carlo Fashions Ltd,Active,B ,10.00,INE950M01013,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
538891,MAGELLANIC CLOUD LIMITED,MCLOUD,Magellanic Cloud Ltd,Active,B ,10.00,INE613C01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
538902,Dhunseri Tea & Industries Ltd,DTIL,Dhunseri Tea & Industries Ltd,Active,B ,10.00,INE341R01014,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
538961,GENUS PAPER & BOARDS LIMITED,GENUSPAPER,Genus Paper & Boards Ltd,Active,B ,1.00,INE949P01018,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
538970,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,Active,B ,1.00,INE945P01024,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
539018,Beekay Steel Industries Ltd.,BEEKAY,Beekay Steel Industries Ltd,Active,B ,10.00,INE213D01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
539042,AGI Infra Limited,AGIIL,AGI Infra Ltd,Active,B ,10.00,INE976R01017,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
539044,Manaksia Steels Limited,MANAKSTEEL,Manaksia Steels Ltd,Active,B ,1.00,INE824Q01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
539045,Manaksia Aluminium Company Ltd,MANAKALUCO,Manaksia Aluminium Company Ltd,Active,B ,1.00,INE859Q01017,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
539056,IMAGICAAWORLD ENTERTAINMENT LIMITED,IMAGICAA,Imagicaaworld Entertainment Ltd,Active,B ,10.00,INE172N01012,Amusement Parks/ Other Recreation,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
539097,UR SUGAR INDUSTRIES LIMITED,URSUGAR,UR Sugar Industries Ltd,Active,B ,2.00,INE904R01027,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
539141,UFO Moviez India Limited,UFO,UFO Moviez India Ltd,Active,B ,10.00,INE527H01019,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
539148,Shivalik Rasayan Ltd.,SHIVALIK,Shivalik Rasayan Ltd,Active,B ,5.00,INE788J01021,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
539177,Authum Investment & Infrastructure Limited,AIIL,Authum Investment & Infrastructure Ltd,Active,B ,1.00,INE206F01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
539199,SG FINSERVE LIMITED,SGFIN,SG Finserve Ltd,Active,B ,10.00,INE618R01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
539201,SATIA INDUSTRIES LIMITED,SATIA,Satia Industries Ltd,Active,B ,1.00,INE170E01023,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
539216,GARMENT MANTRA LIFESTYLE LIMITED,GARMNTMNTR,Garment Mantra Lifestyle Ltd,Active,B ,1.00,INE653S01028,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
539221,Sportking India Ltd.,SPORTKING,Sportking India Ltd,Active,B ,10.00,INE885H01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
539251,Balkrishna Paper Mills Ltd,BALKRISHNA,Balkrishna Paper Mills Ltd,Active,B ,10.00,INE875R01011,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
539252,Shyam Century Ferrous Limited,SHYAMCENT,Shyam Century Ferrous Ltd,Active,B ,1.00,INE979R01011,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
539287,Ortin Laboratories Limited,ORTINLAB,Ortin Laboratories Ltd,Active,B ,10.00,INE749B01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
539289, Aurum PropTech Limited,AURUM,Aurum PropTech Ltd,Active,B ,5.00,INE898S01029,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
539290,Oswal Greentech Limited,OSWALGREEN,Oswal Greentech Ltd,Active,B ,10.00,INE143A01010,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
539301,Arvind SmartSpaces Limited,ARVSMART,Arvind SmartSpaces Ltd,Active,B ,10.00,INE034S01021,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
539309,Rama Steel Tubes Limited,RAMASTEEL,Rama Steel Tubes Ltd,Active,B ,1.00,INE230R01035,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
539314,Universal Autofoundry Limited,UNIAUTO,Universal Autofoundry Ltd,Active,B ,10.00,INE203T01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
539331,VETO SWITCHGEARS AND CABLES LIMITED,VETO,Veto Switchgears and Cables Ltd,Active,B ,10.00,INE918N01018,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
539332,Navkar Corporation Limited,NAVKARCORP,Navkar Corporation Ltd,Active,B ,10.00,INE278M01019,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
539334,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Ltd,Active,B ,10.00,INE712K01011,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
539346,Sadbhav Infrastructure Project Limited,SADBHIN,Sadbhav Infrastructure Project Ltd,Active,B ,10.00,INE764L01010,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
539359,Pritika Auto Industries Limited,PRITIKAUTO,Pritika Auto Industries Ltd,Active,B ,2.00,INE583R01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
539398,Vishal Bearings Limited,VISHALBL,Vishal Bearings Ltd,Active,B ,10.00,INE060T01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
539400,MALLCOM (INDIA) LTD.,MALLCOM,Mallcom (India) Ltd,Active,B ,10.00,INE389C01015,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
539404,SATIN CREDITCARE NETWORK LIMITED,SATIN,Satin Creditcare Network Ltd,Active,B ,10.00,INE836B01017,Microfinance Institutions,Equity,Financial Services,Financial Services,Finance,Microfinance Institutions
539436,Coffee Day Enterprises Limited,COFFEEDAY,Coffee Day Enterprises Ltd,Active,B ,10.00,INE335K01011,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
539450,S H Kelkar and Company Limited,SHK,S H Kelkar and Company Ltd,Active,B ,10.00,INE500L01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
539542,LUX Industries Limited,LUXIND,Lux Industries Ltd,Active,B ,2.00,INE150G01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
539561,REMEDIUM LIFECARE LIMITED,REMLIFE,Remedium Lifecare Ltd,Active,B ,1.00,INE549S01036,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
539594,Mishtann Foods Limited,MISHTANN,Mishtann Foods Ltd,Active,B ,1.00,INE094S01041,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Active,B ,10.00,INE484I01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
539678,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,Active,B ,10.00,INE306L01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
